id,Date,APPLICATION,OFFERED,ANSWERED,AVG ANS DELAY,AVG ANS DELAY SECONDS,MAX ANS DELAY,ABANDONED,DelayCallsProduct
2016-09-14-ccc_media_line_script,2016/09/14,ccc_media_line_script,1,1,0:00:07,7,0:00:07,0,7
2016-09-14-ccc_priority_script,2016/09/14,ccc_priority_script,33,32,0:00:07,7,0:00:35,1,224
2016-09-14-ccc_tax_script,2016/09/14,ccc_tax_script,11,11,0:00:09,9,0:00:48,0,99
2016-09-14-ccc_waste_recycling_script,2016/09/14,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-15-ccc_311_calgary_script,2016/09/15,ccc_311_calgary_script,3302,3219,0:00:14,14,0:08:10,82,45066
2016-09-15-ccc_311_lobby_ph_script,2016/09/15,ccc_311_lobby_ph_script,4,3,0:00:04,4,0:00:07,1,12
2016-09-15-ccc_aserv_info_script,2016/09/15,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-15-ccc_bylaw_script,2016/09/15,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-15-ccc_city_script,2016/09/15,ccc_city_script,28,28,0:00:05,5,0:00:10,0,140
2016-09-15-ccc_cty_online_script,2016/09/15,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-15-ccc_feedback_script,2016/09/15,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-15-ccc_fpb_script,2016/09/15,ccc_fpb_script,1,1,0:00:03,3,0:00:03,0,3
2016-09-15-ccc_help_script,2016/09/15,ccc_help_script,32,31,0:00:13,13,0:02:27,1,403
2016-09-15-ccc_link_script,2016/09/15,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-15-ccc_media_line_script,2016/09/15,ccc_media_line_script,6,4,0:00:10,10,0:00:19,2,40
2016-09-15-ccc_priority_script,2016/09/15,ccc_priority_script,32,32,0:00:06,6,0:00:21,0,192
2016-09-15-ccc_tax_script,2016/09/15,ccc_tax_script,15,15,0:00:08,8,0:00:17,0,120
2016-09-15-ccc_waste_recycling_script,2016/09/15,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-16-ccc_311_calgary_script,2016/09/16,ccc_311_calgary_script,3083,2886,0:00:43,43,0:07:50,198,124098
2016-09-16-ccc_311_lobby_ph_script,2016/09/16,ccc_311_lobby_ph_script,4,4,0:00:13,13,0:00:30,0,52
2016-09-16-ccc_aserv_info_script,2016/09/16,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-16-ccc_bylaw_script,2016/09/16,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-16-ccc_city_script,2016/09/16,ccc_city_script,33,30,0:00:19,19,0:02:59,3,570
2016-09-16-ccc_cty_online_script,2016/09/16,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-16-ccc_feedback_script,2016/09/16,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-16-ccc_fpb_script,2016/09/16,ccc_fpb_script,1,1,0:00:49,49,0:00:49,0,49
2016-09-16-ccc_help_script,2016/09/16,ccc_help_script,22,21,0:00:06,6,0:00:30,1,126
2016-09-16-ccc_link_script,2016/09/16,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-16-ccc_media_line_script,2016/09/16,ccc_media_line_script,2,2,0:00:09,9,0:00:12,0,18
2016-09-16-ccc_priority_script,2016/09/16,ccc_priority_script,38,37,0:00:07,7,0:00:33,1,259
2016-09-16-ccc_tax_script,2016/09/16,ccc_tax_script,4,4,0:02:00,120,0:05:48,0,480
2016-09-16-ccc_waste_recycling_script,2016/09/16,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-17-ccc_311_calgary_script,2016/09/17,ccc_311_calgary_script,1395,1302,0:00:33,33,0:09:04,93,42966
2016-09-17-ccc_311_lobby_ph_script,2016/09/17,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-17-ccc_aserv_info_script,2016/09/17,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-17-ccc_bylaw_script,2016/09/17,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-17-ccc_city_script,2016/09/17,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-17-ccc_cty_online_script,2016/09/17,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-17-ccc_feedback_script,2016/09/17,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-17-ccc_fpb_script,2016/09/17,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-17-ccc_help_script,2016/09/17,ccc_help_script,2,2,0:00:45,45,0:01:21,0,90
2016-09-17-ccc_link_script,2016/09/17,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-17-ccc_media_line_script,2016/09/17,ccc_media_line_script,10,10,0:00:10,10,0:00:25,0,100
2016-09-17-ccc_priority_script,2016/09/17,ccc_priority_script,25,24,0:00:13,13,0:01:49,1,312
2016-09-17-ccc_tax_script,2016/09/17,ccc_tax_script,1,1,0:00:34,34,0:00:34,0,34
2016-09-17-ccc_waste_recycling_script,2016/09/17,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-18-ccc_311_calgary_script,2016/09/18,ccc_311_calgary_script,1110,1039,0:00:28,28,0:06:09,71,29092
2016-09-18-ccc_311_lobby_ph_script,2016/09/18,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-18-ccc_aserv_info_script,2016/09/18,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-18-ccc_bylaw_script,2016/09/18,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-18-ccc_city_script,2016/09/18,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-18-ccc_cty_online_script,2016/09/18,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-18-ccc_feedback_script,2016/09/18,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-18-ccc_fpb_script,2016/09/18,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-18-ccc_help_script,2016/09/18,ccc_help_script,4,3,0:00:19,19,0:00:47,1,57
2016-09-18-ccc_link_script,2016/09/18,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-18-ccc_media_line_script,2016/09/18,ccc_media_line_script,4,3,0:00:04,4,0:00:07,1,12
2016-09-18-ccc_priority_script,2016/09/18,ccc_priority_script,15,14,0:00:15,15,0:01:12,1,210
2016-09-18-ccc_tax_script,2016/09/18,ccc_tax_script,1,1,0:00:04,4,0:00:04,0,4
2016-09-18-ccc_waste_recycling_script,2016/09/18,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-19-ccc_311_calgary_script,2016/09/19,ccc_311_calgary_script,3479,3301,0:00:38,38,0:07:23,178,125438
2016-09-19-ccc_311_lobby_ph_script,2016/09/19,ccc_311_lobby_ph_script,6,5,0:00:10,10,0:00:19,1,50
2016-09-19-ccc_aserv_info_script,2016/09/19,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-19-ccc_bylaw_script,2016/09/19,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-19-ccc_city_script,2016/09/19,ccc_city_script,14,14,0:00:09,9,0:00:36,0,126
2016-09-19-ccc_cty_online_script,2016/09/19,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-19-ccc_feedback_script,2016/09/19,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-19-ccc_fpb_script,2016/09/19,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-19-ccc_help_script,2016/09/19,ccc_help_script,39,38,0:00:09,9,0:01:13,1,342
2016-09-19-ccc_link_script,2016/09/19,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-19-ccc_media_line_script,2016/09/19,ccc_media_line_script,3,3,0:00:04,4,0:00:07,0,12
2016-09-19-ccc_priority_script,2016/09/19,ccc_priority_script,24,23,0:00:12,12,0:00:47,1,276
2016-09-19-ccc_tax_script,2016/09/19,ccc_tax_script,17,17,0:00:06,6,0:00:38,0,102
2016-09-19-ccc_waste_recycling_script,2016/09/19,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-20-ccc_311_calgary_script,2016/09/20,ccc_311_calgary_script,3078,2986,0:00:19,19,0:06:36,92,56734
2016-09-20-ccc_311_lobby_ph_script,2016/09/20,ccc_311_lobby_ph_script,5,5,0:00:05,5,0:00:07,0,25
2016-09-20-ccc_aserv_info_script,2016/09/20,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-20-ccc_bylaw_script,2016/09/20,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-20-ccc_city_script,2016/09/20,ccc_city_script,18,18,0:00:07,7,0:00:17,0,126
2016-09-20-ccc_cty_online_script,2016/09/20,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-20-ccc_feedback_script,2016/09/20,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-20-ccc_fpb_script,2016/09/20,ccc_fpb_script,2,1,0:00:03,3,0:00:03,1,3
2016-09-20-ccc_help_script,2016/09/20,ccc_help_script,16,16,0:00:12,12,0:01:13,0,192
2016-09-20-ccc_link_script,2016/09/20,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-20-ccc_media_line_script,2016/09/20,ccc_media_line_script,5,4,0:00:08,8,0:00:14,1,32
2016-09-20-ccc_priority_script,2016/09/20,ccc_priority_script,22,22,0:00:13,13,0:01:43,0,286
2016-09-20-ccc_tax_script,2016/09/20,ccc_tax_script,28,27,0:00:20,20,0:01:31,1,540
2016-09-20-ccc_waste_recycling_script,2016/09/20,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-21-ccc_311_calgary_script,2016/09/21,ccc_311_calgary_script,3152,2979,0:00:34,34,0:07:13,173,101286
2016-09-21-ccc_311_lobby_ph_script,2016/09/21,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-21-ccc_aserv_info_script,2016/09/21,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-21-ccc_bylaw_script,2016/09/21,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-21-ccc_city_script,2016/09/21,ccc_city_script,15,15,0:00:09,9,0:00:25,0,135
2016-09-21-ccc_cty_online_script,2016/09/21,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-21-ccc_feedback_script,2016/09/21,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-21-ccc_fpb_script,2016/09/21,ccc_fpb_script,2,2,0:00:03,3,0:00:03,0,6
2016-09-21-ccc_help_script,2016/09/21,ccc_help_script,22,22,0:00:07,7,0:00:27,0,154
2016-09-21-ccc_link_script,2016/09/21,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-21-ccc_media_line_script,2016/09/21,ccc_media_line_script,1,0,0:00:00,0,0:00:00,1,0
2016-09-21-ccc_priority_script,2016/09/21,ccc_priority_script,29,28,0:00:18,18,0:02:52,1,504
2016-09-21-ccc_tax_script,2016/09/21,ccc_tax_script,22,21,0:00:26,26,0:02:01,1,546
2016-09-21-ccc_waste_recycling_script,2016/09/21,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-22-ccc_311_calgary_script,2016/09/22,ccc_311_calgary_script,2852,2781,0:00:17,17,0:05:25,71,47277
2016-09-22-ccc_311_lobby_ph_script,2016/09/22,ccc_311_lobby_ph_script,1,1,0:00:02,2,0:00:02,0,2
2016-09-22-ccc_aserv_info_script,2016/09/22,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-22-ccc_bylaw_script,2016/09/22,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-22-ccc_city_script,2016/09/22,ccc_city_script,11,11,0:00:05,5,0:00:08,0,55
2016-09-22-ccc_cty_online_script,2016/09/22,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-22-ccc_feedback_script,2016/09/22,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-22-ccc_fpb_script,2016/09/22,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-22-ccc_help_script,2016/09/22,ccc_help_script,17,17,0:00:06,6,0:00:29,0,102
2016-09-22-ccc_link_script,2016/09/22,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-22-ccc_media_line_script,2016/09/22,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-22-ccc_priority_script,2016/09/22,ccc_priority_script,26,26,0:00:07,7,0:00:22,0,182
2016-09-22-ccc_tax_script,2016/09/22,ccc_tax_script,15,14,0:00:11,11,0:00:57,1,154
2016-09-22-ccc_waste_recycling_script,2016/09/22,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-23-ccc_311_calgary_script,2016/09/23,ccc_311_calgary_script,2939,2800,0:00:33,33,0:05:21,138,92400
2016-09-23-ccc_311_lobby_ph_script,2016/09/23,ccc_311_lobby_ph_script,5,5,0:00:10,10,0:00:31,0,50
2016-09-23-ccc_aserv_info_script,2016/09/23,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-23-ccc_bylaw_script,2016/09/23,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-23-ccc_city_script,2016/09/23,ccc_city_script,12,10,0:00:19,19,0:01:10,2,190
2016-09-23-ccc_cty_online_script,2016/09/23,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-23-ccc_feedback_script,2016/09/23,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-23-ccc_fpb_script,2016/09/23,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-23-ccc_help_script,2016/09/23,ccc_help_script,12,11,0:00:05,5,0:00:12,1,55
2016-09-23-ccc_link_script,2016/09/23,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-23-ccc_media_line_script,2016/09/23,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-23-ccc_priority_script,2016/09/23,ccc_priority_script,15,14,0:00:05,5,0:00:10,1,70
2016-09-23-ccc_tax_script,2016/09/23,ccc_tax_script,12,11,0:00:37,37,0:02:43,1,407
2016-09-23-ccc_waste_recycling_script,2016/09/23,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-24-ccc_311_calgary_script,2016/09/24,ccc_311_calgary_script,1186,1154,0:00:13,13,0:06:58,32,15002
2016-09-24-ccc_311_lobby_ph_script,2016/09/24,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-24-ccc_aserv_info_script,2016/09/24,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-24-ccc_bylaw_script,2016/09/24,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-24-ccc_city_script,2016/09/24,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-24-ccc_cty_online_script,2016/09/24,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-24-ccc_feedback_script,2016/09/24,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-24-ccc_fpb_script,2016/09/24,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-24-ccc_help_script,2016/09/24,ccc_help_script,8,5,0:00:04,4,0:00:06,3,20
2016-09-24-ccc_link_script,2016/09/24,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-24-ccc_media_line_script,2016/09/24,ccc_media_line_script,3,3,0:00:04,4,0:00:07,0,12
2016-09-24-ccc_priority_script,2016/09/24,ccc_priority_script,15,15,0:00:06,6,0:00:24,0,90
2016-09-24-ccc_tax_script,2016/09/24,ccc_tax_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-24-ccc_waste_recycling_script,2016/09/24,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_311_calgary_script,2016/09/25,ccc_311_calgary_script,914,874,0:00:18,18,0:05:50,41,15732
2016-09-25-ccc_311_lobby_ph_script,2016/09/25,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_aserv_info_script,2016/09/25,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_bylaw_script,2016/09/25,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_city_script,2016/09/25,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_cty_online_script,2016/09/25,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_feedback_script,2016/09/25,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_fpb_script,2016/09/25,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_help_script,2016/09/25,ccc_help_script,5,5,0:00:31,31,0:02:10,0,155
2016-09-25-ccc_link_script,2016/09/25,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_media_line_script,2016/09/25,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_priority_script,2016/09/25,ccc_priority_script,18,17,0:00:12,12,0:01:41,1,204
2016-09-25-ccc_tax_script,2016/09/25,ccc_tax_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-25-ccc_waste_recycling_script,2016/09/25,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-26-ccc_311_calgary_script,2016/09/26,ccc_311_calgary_script,3317,3216,0:00:18,18,0:04:07,101,57888
2016-09-26-ccc_311_lobby_ph_script,2016/09/26,ccc_311_lobby_ph_script,2,2,0:00:03,3,0:00:04,0,6
2016-09-26-ccc_aserv_info_script,2016/09/26,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-26-ccc_bylaw_script,2016/09/26,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-26-ccc_city_script,2016/09/26,ccc_city_script,38,34,0:00:12,12,0:02:46,4,408
2016-09-26-ccc_cty_online_script,2016/09/26,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-26-ccc_feedback_script,2016/09/26,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-26-ccc_fpb_script,2016/09/26,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-26-ccc_help_script,2016/09/26,ccc_help_script,12,12,0:00:09,9,0:00:20,0,108
2016-09-26-ccc_link_script,2016/09/26,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-26-ccc_media_line_script,2016/09/26,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-26-ccc_priority_script,2016/09/26,ccc_priority_script,29,28,0:00:06,6,0:00:26,1,168
2016-09-26-ccc_tax_script,2016/09/26,ccc_tax_script,14,14,0:00:37,37,0:02:31,0,518
2016-09-26-ccc_waste_recycling_script,2016/09/26,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-27-ccc_311_calgary_script,2016/09/27,ccc_311_calgary_script,3218,3080,0:00:24,24,0:05:30,138,73920
2016-09-27-ccc_311_lobby_ph_script,2016/09/27,ccc_311_lobby_ph_script,1,1,0:00:12,12,0:00:12,0,12
2016-09-27-ccc_aserv_info_script,2016/09/27,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-27-ccc_bylaw_script,2016/09/27,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-27-ccc_city_script,2016/09/27,ccc_city_script,25,25,0:00:08,8,0:00:19,0,200
2016-09-27-ccc_cty_online_script,2016/09/27,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-27-ccc_feedback_script,2016/09/27,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-27-ccc_fpb_script,2016/09/27,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-27-ccc_help_script,2016/09/27,ccc_help_script,28,27,0:00:10,10,0:01:10,1,270
2016-09-27-ccc_link_script,2016/09/27,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-27-ccc_media_line_script,2016/09/27,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-27-ccc_priority_script,2016/09/27,ccc_priority_script,29,29,0:00:09,9,0:00:18,0,261
2016-09-27-ccc_tax_script,2016/09/27,ccc_tax_script,19,18,0:00:25,25,0:02:09,1,450
2016-09-27-ccc_waste_recycling_script,2016/09/27,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-28-ccc_311_calgary_script,2016/09/28,ccc_311_calgary_script,3155,2893,0:01:09,69,0:09:35,262,199617
2016-09-28-ccc_311_lobby_ph_script,2016/09/28,ccc_311_lobby_ph_script,2,2,0:00:10,10,0:00:13,0,20
2016-09-28-ccc_aserv_info_script,2016/09/28,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-28-ccc_bylaw_script,2016/09/28,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-28-ccc_city_script,2016/09/28,ccc_city_script,25,25,0:00:14,14,0:01:01,0,350
2016-09-28-ccc_cty_online_script,2016/09/28,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-28-ccc_feedback_script,2016/09/28,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-28-ccc_fpb_script,2016/09/28,ccc_fpb_script,2,1,0:00:06,6,0:00:06,1,6
2016-09-28-ccc_help_script,2016/09/28,ccc_help_script,17,16,0:00:08,8,0:00:22,1,128
2016-09-28-ccc_link_script,2016/09/28,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-28-ccc_media_line_script,2016/09/28,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-28-ccc_priority_script,2016/09/28,ccc_priority_script,18,18,0:00:09,9,0:00:48,0,162
2016-09-28-ccc_tax_script,2016/09/28,ccc_tax_script,16,16,0:00:55,55,0:04:28,0,880
2016-09-28-ccc_waste_recycling_script,2016/09/28,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-29-ccc_311_calgary_script,2016/09/29,ccc_311_calgary_script,3206,2939,0:01:05,65,0:11:09,267,191035
2016-09-29-ccc_311_lobby_ph_script,2016/09/29,ccc_311_lobby_ph_script,3,2,0:00:13,13,0:00:18,1,26
2016-09-29-ccc_aserv_info_script,2016/09/29,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-29-ccc_bylaw_script,2016/09/29,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-29-ccc_city_script,2016/09/29,ccc_city_script,34,32,0:00:28,28,0:03:55,2,896
2016-09-29-ccc_cty_online_script,2016/09/29,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-29-ccc_feedback_script,2016/09/29,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-29-ccc_fpb_script,2016/09/29,ccc_fpb_script,1,1,0:00:03,3,0:00:03,0,3
2016-09-29-ccc_help_script,2016/09/29,ccc_help_script,30,29,0:00:10,10,0:00:44,1,290
2016-09-29-ccc_link_script,2016/09/29,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-29-ccc_media_line_script,2016/09/29,ccc_media_line_script,1,0,0:00:00,0,0:00:00,1,0
2016-09-29-ccc_priority_script,2016/09/29,ccc_priority_script,36,35,0:00:15,15,0:01:19,1,525
2016-09-29-ccc_tax_script,2016/09/29,ccc_tax_script,19,19,0:00:47,47,0:03:50,0,893
2016-09-29-ccc_waste_recycling_script,2016/09/29,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-30-ccc_311_calgary_script,2016/09/30,ccc_311_calgary_script,3101,2902,0:00:44,44,0:06:07,199,127688
2016-09-30-ccc_311_lobby_ph_script,2016/09/30,ccc_311_lobby_ph_script,2,2,0:00:08,8,0:00:10,0,16
2016-09-30-ccc_aserv_info_script,2016/09/30,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-30-ccc_bylaw_script,2016/09/30,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-30-ccc_city_script,2016/09/30,ccc_city_script,22,21,0:00:10,10,0:00:35,1,210
2016-09-30-ccc_cty_online_script,2016/09/30,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-30-ccc_feedback_script,2016/09/30,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-30-ccc_fpb_script,2016/09/30,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-30-ccc_help_script,2016/09/30,ccc_help_script,21,21,0:00:10,10,0:00:28,0,210
2016-09-30-ccc_link_script,2016/09/30,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-09-30-ccc_media_line_script,2016/09/30,ccc_media_line_script,1,1,0:00:03,3,0:00:03,0,3
2016-09-30-ccc_priority_script,2016/09/30,ccc_priority_script,31,30,0:00:10,10,0:00:52,1,300
2016-09-30-ccc_tax_script,2016/09/30,ccc_tax_script,25,24,0:00:51,51,0:04:00,1,1224
2016-09-30-ccc_waste_recycling_script,2016/09/30,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_311_calgary_script,2016/10/01,ccc_311_calgary_script,1101,1062,0:00:23,23,0:07:57,39,24426
2016-10-01-ccc_311_lobby_ph_script,2016/10/01,ccc_311_lobby_ph_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_aserv_info_script,2016/10/01,ccc_aserv_info_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_bylaw_script,2016/10/01,ccc_bylaw_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_city_script,2016/10/01,ccc_city_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_cty_online_script,2016/10/01,ccc_cty_online_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_feedback_script,2016/10/01,ccc_feedback_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_fpb_script,2016/10/01,ccc_fpb_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_help_script,2016/10/01,ccc_help_script,16,16,0:00:16,16,0:01:17,0,256
2016-10-01-ccc_link_script,2016/10/01,ccc_link_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_media_line_script,2016/10/01,ccc_media_line_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_priority_script,2016/10/01,ccc_priority_script,22,22,0:00:16,16,0:02:16,0,352
2016-10-01-ccc_tax_script,2016/10/01,ccc_tax_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-01-ccc_waste_recycling_script,2016/10/01,ccc_waste_recycling_script,0,0,0:00:00,0,0:00:00,0,0
2016-10-02-ccc_311_calgary_script,2016/10/02,ccc_311_calgary_script,1227,1117,0:00:44,44,0:10:13,110,49148
